artist_id	name	followers	popularity	genres	image_url
5Q81rlcTFh3k6DQJXPdsot	Mura Masa	515830	70	['channel islands indie', 'vapor soul']	https://i.scdn.co/image/f8d7504b196ac2a1a4369283d1ca6e35cec3b1f3
2vVNxGBvKRQMWwI5c8KmYh	Tujamo	169349	68	['big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'house', 'progressive electro house', 'tropical house']	https://i.scdn.co/image/3750d0a24b696ffa03ec2e319dcecfbd6bb42962
69UfPJgUmFFAVT740qGVZi	Ken Darby Singers	145	40	[]	
1xs6WFotNQSXweo0GXrS0O	EXID	1010669	61	['k-pop', 'k-pop girl group']	https://i.scdn.co/image/05d856726089bf505ff953fbe289c14a2c5b8b8b
0lFLP59V4TY3XgnrkFIwxK	Katja Krasavice	186199	65	['german pop']	https://i.scdn.co/image/47eb912b225ba14cfb066b2d5211d226e5f9579b
3Xe69Zmna6TRo8hr5tyoVS	Freschta Akbarzada	2063	49	['german pop']	https://i.scdn.co/image/ab67616d0000b273dad9b088acebd65b2acb458c
6qqNVTkY8uBg9cP3Jd7DAH	Billie Eilish	24535752	95	['electropop', 'pop']	https://i.scdn.co/image/2622edec99d68d1d141886be593c88cbe509f6d8
0vbfrsbTQsxmBTrvtZTFB4	Dead Dawg	8495	59	['german cloud rap', 'german trap']	https://i.scdn.co/image/03d71a1a833fbe260791f97513d8a8bc18c8ddf6
3CjlHNtplJyTf9npxaPl5w	CHVRCHES	1120362	74	['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'neo-synthpop', 'shimmer pop']	https://i.scdn.co/image/e6c530da12f920f3b8d2d57be7782f9d49af16c3
7xX15v6ahAkcT14kHfB9wB	True Damage	41336	59	[]	https://i.scdn.co/image/fe62bb74d028b234b900b849bb9aa5459d2ef9f2
0CxxEat1WY9uCQQwSSztS4	Mekra	531	45	[]	https://i.scdn.co/image/ab67616d0000b273c2b21e74c72a2ac7800225fe
5Pb27ujIyYb33zBqVysBkj	RÜFÜS DU SOL	579033	72	['australian electropop', 'indietronica']	https://i.scdn.co/image/d9e14beabb527dbf82580c5cd367adaded33cd64
4rp8rIXbwp93MnStnqDGQD	Andreas Gabalier	514281	62	['german pop', 'partyschlager', 'schlager']	https://i.scdn.co/image/3454629f728be5c46b64f3b3cf523bc527c2bfaa
3dkie6yywJJVPCTO4b5AP9	Liam Ferrari	10376	45	['australian electropop']	https://i.scdn.co/image/060b998cdee69386098de5870fc026c38f40f8dc
74XFHRwlV6OrjEM0A2NCMF	Paramore	5131399	78	['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']	https://i.scdn.co/image/7c46ccf2b9b95366a3b660470e009dac3f21dc40
4KETaPlGYZiaOhhpqrTrrg	Rafael Allmark	283	28	[]	https://i.scdn.co/image/59855a8d396a77d1b94fe443d975b45dfd242ebf
2ZXnTEyYopSLCDiz5Z0XIf	MC Kekel	2982268	69	['funk carioca', 'funk ostentacao']	https://i.scdn.co/image/325fd5bf857a6d83fab0f0c34422df4e9d29ecb1
3XQLSTYyBneA9vzOEP9OSH	Doks	109379	43	['francoton', 'pop urbaine']	https://i.scdn.co/image/21e27f59d699bcdedc923cfbf28fb8adfb248c25
20pbz4TbpkBUr5JwYfGgPS	Kekra	221018	64	['french hip hop', 'pop urbaine', 'rap calme', 'rap francais']	https://i.scdn.co/image/f0eaf0f919e821bd97ec854de19d3f8fe6e7559b
2RQXRUsr4IW1f3mKyKsy4B	Noah Kahan	203338	73	['neo mellow', 'pop', 'pop rock']	https://i.scdn.co/image/558fc92d7d877a9b819db6f3f5d7fa961745f22c
33jj0tW4yX7mnywIwPAtGV	Dalton Harris	14965	36	[]	https://i.scdn.co/image/ee2112ca9db88bd4dfd418cc36fd6b72ac41d974
4Mc3zbnQx4wRb0tYg7A8sG	supercell	241913	51	['anime', 'vocaloid']	https://i.scdn.co/image/9f5d417b8aae1d2ac8e04a44657acda1870360d7
1CF8aEN939swnuIZGFI7Hk	The Word Alive	223832	65	['melodic metalcore', 'metalcore', 'post-screamo', 'screamo', 'trancecore']	https://i.scdn.co/image/57b6194301437fd28386899fc6f80f8632da04dc
0KPX4Ucy9dk82uj4GpKesn	Dalex	1466243	89	['latin', 'r&b en espanol']	https://i.scdn.co/image/e3261a34c3a97ec3d257e03e580f1b36157bbecf
1Rpp9XZ2UUDmW81JvQP1at	MC Gustta	816138	54	['funk carioca']	https://i.scdn.co/image/7abc8a181ba642dba66397cb1553403f5289339c
0C0XlULifJtAgn6ZNCW2eu	The Killers	5291483	80	['modern rock', 'permanent wave', 'rock']	https://i.scdn.co/image/c85f1ea9f92dc0cc43965a0c727c4a1cdd1c2540
5Q8NEHGX70m1kkojbtm8wa	Ibeyi	252844	53	['cuban alternative', 'etherpop']	https://i.scdn.co/image/2ede8894dc37695f2007a4b116e8e42b5ec95414
2tcoLkA9Hexz70Kuc1NTUl	Gradur	1081842	70	['francoton', 'french hip hop', 'pop urbaine', 'rap francais']	https://i.scdn.co/image/fdae0096d2ad8428c5f489081973756c47747c23
2HPaUgqeutzr3jx5a9WyDV	PARTYNEXTDOOR	2306341	85	['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']	https://i.scdn.co/image/797276c2f8da713f0534e012de4d144f338e1664
4IVAbR2w4JJNJDDRFP3E83	6LACK	2224358	82	['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'pop', 'pop rap', 'rap', 'trap']	https://i.scdn.co/image/b7b33aaeac1367b35d9c74a53fc9cfbd38f79fee
0tPjSrb43a58uznKru1k2P	A$AP Twelvyy	188219	61	['hip hop', 'rap', 'underground hip hop']	https://i.scdn.co/image/b8a0ddf1a03bcc886c2fcfaf487b9a2aa74a0d3d
4FGcERJWMg8ENOLixwF71U	Vitor Kley	477609	71	['brazilian edm', 'funk carioca']	https://i.scdn.co/image/d029ced24776221c9b02e36704f3a8b97c55930c
3iE3iLBiJ4SVgNqa6JASfY	Lino	3011	44	[]	https://i.scdn.co/image/ab67616d0000b273d2d2a2041e37a06c3f451a6e
4RSyJzf7ef6Iu2rnLdabNq	Willy William	131206	71	['francoton']	https://i.scdn.co/image/cc1ca2c144d98327111c3a245d24b1a7b560ba54
3nXQmlliJxvfXOm3naZf3B	Shy'm	225987	55	['francoton', 'french pop']	https://i.scdn.co/image/f0b8953d8e500495cc2646490b5f76c939ced57b
4LTPxLxjiT5pzYd5WZAR3v	Analaga	102304	67	['sertanejo pop', 'sertanejo universitario']	https://i.scdn.co/image/d202b32645f83e595acbce440a7e72f2e6bb1421
3F6YQLCVjGIS7MHQnFOd61	Ruanzinho	42026	50	['brega funk', 'brega romantico', 'funk carioca']	https://i.scdn.co/image/4da9ae4ed24684eebc001d5689c7b8da30e4a849
2Gkz5N7rWiCE3jlCgsw1yp	Naâman	156633	55	['french reggae', 'new french touch']	https://i.scdn.co/image/61e572d8d720d634d406ce5250b8304fe85eedaf
25ou7Y6W7L1fcMoCZMbf86	Birds Of Tokyo	156257	60	['australian alternative rock', 'australian indie', 'australian pop', 'australian rock', 'perth indie']	https://i.scdn.co/image/8309fd7fff42c5a9d82040780b7dadf1329d1468
5SZayIKDZvxXaJrxLfnIRN	Seth Gueko	173921	54	['french hip hop', 'pop urbaine']	https://i.scdn.co/image/cd0c6c71497096b9126cdc6c932e518e0b8d78c5
3tNQ0aWtzDKGwyWz2oOAFG	Kamikaz	95383	48	['french hip hop', 'pop urbaine', 'rap marseille']	https://i.scdn.co/image/60861e357cde4c9c68693fb1dc1b4826f8b2f724
7ptddrxOpfsiwkwqb91Fuz	Nikky Santoro	6719	42	['german underground rap']	https://i.scdn.co/image/8a84d5d7993a5b5d0255a45e2093f7199df2e9a6
4jDdEv3oafVcJfrywVDi4p	K-Fly	12899	52	['german pop']	https://i.scdn.co/image/02f98454e3f62503a98156be5457e331769c8517
536BYVgOnRky0xjsPT96zl	Two Door Cinema Club	1843522	72	['indie pop', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie', 'rock']	https://i.scdn.co/image/cf4b5c4129059163149e43ea3466557e8e05642f
2tz0dkPlnWB4NcHNIqWPgh	Mc Maha	201815	44	['funk carioca']	https://i.scdn.co/image/32a89a9004fd9d4efb5e9ebf65ce844c355c5c46
55fhWPvDiMpLnE4ZzNXZyW	Noah Cyrus	574709	80	['dance pop', 'pop', 'post-teen pop']	https://i.scdn.co/image/9cf2980973fa0944032f9bc9a11f0fe57332f319
26WuprsX7JRG69T0PXkze4	Quruli	171141	55	['j-pop', 'j-rock', 'japanese alternative rock', 'japanese city pop', 'japanese r&b']	https://i.scdn.co/image/51882e066faa84e30e782ef5c64ff5d69bb7111e
3XxxEq6BREC57nCWXbQZ7o	Jamie Cullum	384870	62	['adult standards', 'contemporary vocal jazz', 'neo mellow', 'vocal jazz']	https://i.scdn.co/image/d9c871156ab6f80f170e1d3ac6e8bf2d257889a7
57n1OF36WvtOeATY6WQ6iw	Digga D	107840	62	['aussie drill', 'london rap', 'uk hip hop']	https://i.scdn.co/image/3f637a87c58e42c16beec78fa202d36e4641aae2
5nH2klYTzn8CNvUv1GOGQO	Eva	436415	63	['francoton']	https://i.scdn.co/image/2fe3c0a82dc7a248d78969565a75c3ae03ec9a7d
4xTiWBThjZgo1uZn1WpZm3	DJ Hamida	248142	57	['francoton', 'moroccan pop', 'pop urbaine', 'rai', 'rap maroc', 'rif']	https://i.scdn.co/image/52ec76b3e829d4fea8ca85bcea0258ea460015ab
5TS11vZTUaDP4maTjFCcBU	Sakurako Ohara	178591	50	['j-acoustic', 'j-idol', 'j-pop']	https://i.scdn.co/image/08dcea800bcc7f714eadc94a849ee3a72acd4d53
6XyY86QOPPrYVGvF9ch6wz	Linkin Park	15251076	86	['alternative metal', 'nu metal', 'post-grunge', 'rap metal']	https://i.scdn.co/image/1685533969d5b68cbc630f991e873bd6467f1814
0eHQ9o50hj6ZDNBt6Ys1sD	Yandel	4195159	78	['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']	https://i.scdn.co/image/d1d3d3dc0a2386030f4b56cc23ad778635a9befe
5QuBVnBPEzwYvFrgBbwpmU	Empress Of	77364	64	['alternative r&b', 'art pop', 'chillwave', 'dance pop', 'electropop', 'escape room', 'etherpop', 'experimental pop', 'indie r&b', 'indietronica', 'shimmer pop', 'shiver pop', 'vapor soul']	https://i.scdn.co/image/ea3a30e2b5b6d5f3a08fd2e6ba87905bc2a6c488
5yECsdgmXEkHpn5B00ZNfY	J Styles	5226	40	['uk hip hop']	https://i.scdn.co/image/2fecc21a74c6f7c96e77a3b8505ac07053b83190
1r3tpVQ08jFAA2P4xzV5o4	Gaby Music	852	57	['pop reggaeton']	https://i.scdn.co/image/ab67616d0000b2737ca13b94424617e873534ecb
1uiEZYehlNivdK3iQyAbye	Tom Misch	626052	74	['indie soul']	https://i.scdn.co/image/fad839d0564bf98f27a0b0fa048d7b0ec0033651
5Gejwv3xz2DpLcxVpMD6hL	Thurl Ravenscroft	2396	47	['movie tunes']	https://i.scdn.co/image/ab67616d0000b2733179327b8f6c31d3791bbc26
1XLjkBxFokuDTlHt0mQkRe	Thomas Gold	134865	60	['big room', 'deep big room', 'edm', 'electro house', 'german techno', 'pop edm', 'progressive electro house', 'progressive house', 'sky room', 'tropical house']	https://i.scdn.co/image/a23a597d3d26396b63c582cc69046437f57b140c
4tYSBptyGeVyZsk8JC4JHZ	Shoreline Mafia	586026	74	['cali rap', 'trap', 'underground hip hop', 'vapor trap']	https://i.scdn.co/image/e8eea668ab55bd0d35cfc48bb708aa41adb10cc4
1LQQtqc1vQ1neUgZrjYlEU	Yumi Matsutoya	248331	55	['anime score', 'j-pop', 'japanese city pop', 'japanese singer-songwriter']	https://i.scdn.co/image/907a1d3338491ca4f6c55a4bc66f6f8ff602b450
4Z4afeDmHFxPmJorIwupbZ	Netta	64176	54	['eurovision', 'israeli pop']	https://i.scdn.co/image/57139616d95fabb5ea581481ee9e0ffafb6663c0
7J0LWYD28ay7XQBjlWL9jM	Brudi030	44113	58	['german hip hop']	https://i.scdn.co/image/d2dcf2e498a904915c66099897b057ff3c4e0c1f
1ZHk8dteZz6Vi2HFp4hGoM	Abra Cadabra	111734	56	['uk drill', 'uk hip hop']	https://i.scdn.co/image/9c24d82d79055d0f0a45eb56915ace949d18ef58
0BiXefHcyIG3vtH1Yzbo2Y	Derek Wise	13630	30	['canadian hip hop', 'toronto rap', 'trap soul']	https://i.scdn.co/image/ab67616d0000b27315d56886aeb802f7afef1500
3NwVTaECP58CZdzeXMPYVc	Djena Della	26826	46	['francoton']	https://i.scdn.co/image/ab67616d0000b273d2649b0d31aebf403411bbf8
75jNCko3SnEMI5gwGqrbb8	Tammi Terrell	95453	68	['motown']	https://i.scdn.co/image/85df4af2833ce0f0fa25363c59c07e90a12c78d0
5JUYSPkis2Mk6HUbmMqk1m	Sean Ono Lennon	43142	51	[]	https://i.scdn.co/image/ab67616d0000b27323e34a13e4f1a206fe0db54c
4bw2Am3p9ji3mYsXNXtQcd	Piso 21	5377875	81	['colombian pop', 'latin', 'latin pop', 'reggaeton']	https://i.scdn.co/image/edc3bb11256d6bc3fd690eb92309daf1e9b32ff8
4NUePmzDvCYqilXBFa91Hg	Dilsinho	1794086	76	['pagode']	https://i.scdn.co/image/b160a7841c613b5743aaaf27fa912adbeabb2adf
4wLXwxDeWQ8mtUIRPxGiD6	Marc Anthony	3942882	79	['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']	https://i.scdn.co/image/41b370647dcdf6ca1b561f8196ca1426da5648ac
44XzG6GoJZNtkIGW19hsUK	Tommy Cash	85857	55	['estonian hip hop', 'hyperpop']	https://i.scdn.co/image/d9bc6e1461060ebd5f023737eee5dda6af9444df
67xyhWIvYQK5qr6b0gElst	Rae Morris	56258	49	['art pop', 'gauze pop', 'neo-singer-songwriter']	https://i.scdn.co/image/619b0a835831815af4ee75e7cb9b50db84d3d69c
0jWCX6zp4RjWrmZRxJ2uri	Novelbright	57077	60	['j-pop', 'j-rock']	https://i.scdn.co/image/60e558c1e46c3b40a153f0caef1a10b4b7d5cab5
3oSJ7TBVCWMDMiYjXNiCKE	Kane Brown	2409985	80	['contemporary country', 'country road']	https://i.scdn.co/image/c1c4dca1973a866b372b642f10486ca952b7e211
6cBdXnLZZ80RDHOvNPVUcY	The Messengers	1415	56	['muzica crestina']	https://i.scdn.co/image/099537b6ab8bd2703c42ab086160dc91d0a8875f
4KWTAlx2RvbpseOGMEmROg	R.E.M.	2388592	76	['alternative rock', 'permanent wave', 'pop rock', 'rock']	https://i.scdn.co/image/d24ff8fbfd6688b345a5d53acff032d2ac1ff387
1Mo0pnWRAKd2oEH1IC6IgH	RA	3027	41	['uk hip hop']	https://i.scdn.co/image/4809b4fe604785ff5d3e7ca55965f8fca25bdcbe
6RqXGNrD0Sob28HXBsjqTk	Tee Supreme	249	30	[]	https://i.scdn.co/image/21839cb9d233ca577c13926ccb6794d76d9e2f84
7cTXfwpe9peK0UE1bZyIWZ	Pinkfong	72134	70	"['cartoon', ""children's music"", 'dong-yo']"	https://i.scdn.co/image/9c9f80da41aabf9da540d60100743d053d3569d7
5RSYz1KaYXbHfKdlaxAI8O	DJ Jonathan	1486	21	[]	https://i.scdn.co/image/881da7b96a62166c26acb46b37bdfe38a7a527a7
4LuLF5H9fe5ViyDQb9Zxmt	Key Largo	73999	56	['french hip hop', 'pop urbaine', 'rap francais']	https://i.scdn.co/image/e19aa08824e7a8acd25c9a2f54ce846bad5b6688
0qip4dhB68FjSC0Y2S86RP	Vincenzo	417	52	[]	https://i.scdn.co/image/ab67616d0000b27380ef5228f110a573a7b3a852
5g3TY29rk8El8lvejImgso	Bato	45378	49	['german hip hop']	https://i.scdn.co/image/e0118cf5c523452991c04ab5a09f2fc4a27bee8d
00me4Ke1LsvMxt5kydlMyU	Cosculluela	3039925	74	['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'tropical']	https://i.scdn.co/image/ca8766a4de6487a2dffa54732c686cf610734dc4
7DMveApC7UnC2NPfPvlHSU	Cheat Codes	1562496	80	['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop edm', 'pop rap', 'post-teen pop', 'tropical house']	https://i.scdn.co/image/e35ad2aa3c7079a1525004bcd4ad927308b164f2
2KsP6tYLJlTBvSUxnwlVWa	Mike Posner	989366	73	['dance pop', 'pop', 'pop rap']	https://i.scdn.co/image/271f32661dd63fa214d6a4657c8856e5d5f65f9f
4dSQICBjdUIp5iK6RRU2bY	Josh Gad	15230	71	['hollywood', 'movie tunes', 'show tunes']	
38WbKH6oKAZskBhqDFA8Uj	ZUTOMAYO	217272	60	['j-pop']	https://i.scdn.co/image/6aa331a6137e9f2aa43ccf6a07ddaf35f3e90ad8
1Gm0kKaDx4GH6pQF88rjSK	Cadet	93085	63	['grime', 'uk hip hop']	https://i.scdn.co/image/0dca1d2fa7cb96bee44e381166cb19ab429ecce8
0QcZD8V0Ug1KINWBSyG0dB	Alkpote	146707	60	['french hip hop', 'pop urbaine', 'rap francais']	https://i.scdn.co/image/36b131c8500b2bb3fb0062f64828786e3dc6a124
6Ur6METz02CC9zcJWDFicC	M.O	203752	59	['girl group', 'house', 'post-teen pop', 'tropical house', 'uk hip hop']	https://i.scdn.co/image/484a2374b5adcb119fbebc1c6aa9f719971e269c
1osZFzamKEXNoYk7HzWbDe	Sunrise Avenue	300076	60	['finnish pop', 'german pop']	https://i.scdn.co/image/a88c46c60330c8e75c71997bbfd0c4d7dd5e0aa4
6whFEcaV75AmQMiwlfaxvc	QUEEN BEE	98344	58	['anime rock', 'j-pop', 'j-rock']	https://i.scdn.co/image/eea89ccb2bcbbb58ad859884daf3b6d5264e19e9
3ekwV8Mt8DgZvmuK2futxG	Buba Corelli	30909	58	['turbo folk']	https://i.scdn.co/image/ab67616d0000b273939f5f5664f112a151413a92
07FfkbljNIdl45Ijlh1aXS	RHODES	84466	61	['indie anthem-folk']	https://i.scdn.co/image/59b9d0cfb1c25f72f45608e757a9a156e5956e1d
0c2FPgHaY20scmp44dhPXg	Chad Focus	136265	0	[]	https://i.scdn.co/image/fb47be6dc474f7b85e2ca49d681938ccd39407b3
3X2M3VS0P1ahTp2305HK1N	Patron	5585	46	['german hip hop']	https://i.scdn.co/image/cf92ddfa0dda1d73da36adb84f433fc1a91e8058
5fNuYnFYyzsrVRtDcKPnxb	AKLO	38426	46	['j-rap', 'japanese r&b']	https://i.scdn.co/image/63c58ae0ac79254edd55e37fb4f6e0b6cb92fcae
4HpuqKQHqARnApVbuTfUXH	浜田雅功と槇原敬之	830	25	[]	https://i.scdn.co/image/ab67616d0000b2735a475bddb98982ce6b17982d
7uS0OYJ72fRQDd8RZEo4J0	Zion	1285	61	[]	https://i.scdn.co/image/c5791ae8b22f5b3b98e417f546c40b58167a4d99
0FnDCrmcQT8qz5TEsZIYw5	Awich	32190	49	['j-rap', 'japanese r&b']	https://i.scdn.co/image/a90ae494a4eb005b25a88139b61c7c22fb456f2b
5zctI4wO9XSKS8XwcnqEHk	Lil Mosey	1903238	87	['melodic rap', 'rap conscient', 'trap', 'vapor trap']	https://i.scdn.co/image/cb7532053adb92b2523c1afaa5541d8dde3f045a
3Y7RZ31TRPVadSFVy1o8os	H.E.R.	2396348	82	['pop', 'r&b']	https://i.scdn.co/image/db35f97fba5e334b8a1a10285e8bc462c8b89f12
2UZMlIwnkgAEDBsw1Rejkn	Tom Petty	1209071	73	['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']	https://i.scdn.co/image/334e67339c294b6e99a35082cc4bee39bfd3db1c
14T8NkbwXVZgbOvwnuGV89	GReeeeN	1278410	62	['j-pop', 'j-pop boy group']	https://i.scdn.co/image/3e9f9fc6994b6534c27312097d07f041f898ee2c
2Q570lQPWiuP2dCOP69jO3	Remoe	29930	52	['german hip hop']	https://i.scdn.co/image/ca7b0eea59a6bf10e371f1cb08560975ef85c415
5Z1CCuBsyhEHngq3U5IraY	Westlife	1555039	74	['boy band', 'dance pop', 'europop']	https://i.scdn.co/image/1f91466d206add41e671f0c2ad5c950707859241
5ZsFI1h6hIdQRw2ti0hz81	ZAYN	11311401	83	['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']	https://i.scdn.co/image/90e30d448412c75b896da19a68db1da01ed99133
1oKdM70mJD8VvDOTKeS8t1	Emily Warren	43717	66	['nyc pop']	https://i.scdn.co/image/af35d22ff5f14c3ba4bf716783f332b48389f0db
6zuB9C5kSTT9InMFFSibOI	Scenzah	13867	40	['deep german hip hop']	https://i.scdn.co/image/ab67616d0000b2734b1c329073cc56e1108fa69f
73jBynjsVtofjRpdpRAJGk	Dimitri Vegas & Like Mike	2786849	79	['belgian dance', 'belgian edm', 'big room', 'edm', 'electro house', 'progressive electro house', 'tropical house']	https://i.scdn.co/image/89cbcebacfb4706f5adc8fe1a409f4f433a15412
6vNY8rPaaoswwwlcPNXHP8	Samy Ceezy	1231	38	[]	https://i.scdn.co/image/5487698b8f5c31a3c684301ebf64dd320cf39342
4IZLJdhHCqAvT4pjn8TLH5	Jme	310107	65	['grime', 'instrumental grime', 'uk hip hop']	https://i.scdn.co/image/84a83f2c944190db0e01f506db5a2041c76e13f0
5xkGo7aA8kqDm5tKGl1rIw	HEDIA	1252	30	[]	https://i.scdn.co/image/2d71cfdfc22242a6b3e99549ccd7a8c05fec4289
6yTYR09WCvsgdnurDW4WQo	DJ Antoine	485143	67	['dance pop', 'edm', 'partyschlager', 'pop rap', 'tropical house']	https://i.scdn.co/image/d6acda4b68f4a34b9447cee7ba0ecf8498b74b55
7cAlvWK5rgMmJ37j7woN8l	Christian Rich	13160	54	['alternative r&b']	https://i.scdn.co/image/d2e550f9a8d7a3cc810b3d2404e1e8c1bfe9353c
7qG3b048QCHVRO5Pv1T5lw	Enrique Iglesias	9281109	79	['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']	https://i.scdn.co/image/2bfeac48a9fd693e262335c96b8f7fb745b7b5f3
5JbALDn35ZrLwVAle4xVqZ	Luca Hänni	46063	54	['eurovision', 'german pop']	https://i.scdn.co/image/95a66d2ba73609c414a80d204784d175c4579330
6PcCgi0ladfogWN4ZEAwn1	illion	27269	43	['j-rock', 'japanese alternative rock']	https://i.scdn.co/image/e167fc19c3048089ecaa5a630da14114d68b332a
4xRYI6VqpkE3UwrDrAZL8L	Logic	4587917	84	['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']	https://i.scdn.co/image/efa0b73c2cdaf40b1767b4b1e1254b1cfc5b51db
6nxWCVXbOlEVRexSbLsTer	Flume	1992626	78	['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'pop']	https://i.scdn.co/image/0436e3871c9f88b8f83559a70fd8d2f22cb3fd01
7LSj1RlUMk5Mnj6jV2PTJd	Kalif	330	48	[]	https://i.scdn.co/image/ab67616d0000b2731b302162baac824a7dee01b4
1By9QBFnjZAoI83BZppHlt	Billy Currington	1699183	70	['contemporary country', 'country', 'country road', 'modern country rock']	https://i.scdn.co/image/b54b36596d1511fd262e8e60445689624cd1adca
3PhoLpVuITZKcymswpck5b	Elton John	4952289	84	['glam rock', 'mellow gold', 'piano rock', 'soft rock']	https://i.scdn.co/image/f50ae3e5cf3637c5f486b6205468c245644be36e
6y8XlgIV8BLlIg1tT1R10i	Old Dominion	745714	75	['contemporary country', 'country road']	https://i.scdn.co/image/6141dbd07bf49a1eae7e847718de009238e380c7
7KkqUt65v6LMtR369OQ6FB	Jonathan Groff	48385	72	['hollywood', 'show tunes']	https://i.scdn.co/image/f5db74a711c815ab78bb782b5e77da0082249493
4SsVbpTthjScTS7U2hmr1X	Arcangel	4753354	87	['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']	https://i.scdn.co/image/b6f1a47bc8e6d673bfc6c71d1dff3b006fc3a896
0cMsSWXCY2Wag16luxN6fL	Jazzy Bazz	96530	53	['french hip hop', 'pop urbaine', 'rap calme']	https://i.scdn.co/image/5bf0c9ded84fab906b40b9cfdb90c594ce549565
1eeWVOCazGzGQXOGhnDHTB	Trailerpark	395980	61	['deep german hip hop', 'german hip hop']	https://i.scdn.co/image/e6f3dae7d2d123b9f6e71c956a4baf2bf5d02a50
1lAMEytqWfuvgQ8jyz8TWH	Nu51	666	41	[]	https://i.scdn.co/image/8119d95d0ca8ddfc9a22de9ea910257e1fe7866f
5BANJdBRihIaUpzjqAec7E	Ohashi Trio	86261	52	['j-acoustic', 'j-pop', 'j-rock', 'japanese city pop', 'japanese r&b']	https://i.scdn.co/image/e5be0049ba71562996389d5108fc7ab291e34d1f
6t9tbRO9Lv6Oq6xtVwfdrn	Theresa Rex	3786	66	['scandipop']	https://i.scdn.co/image/118a27600334ca3a8b4192df945b1f265ffd2e18
2OUgs5INWK2UEvZ6amWiJr	Eduardo Costa	1444985	69	['sertanejo', 'sertanejo pop', 'sertanejo universitario']	https://i.scdn.co/image/2799dd76ee1225446a1d553f36923c934200faaa
4L9VSeE7K3BTBndqEL9A6q	Nissy	299673	58	['j-pop']	https://i.scdn.co/image/904078c97d009c78a3bc1bda768bbf766e28a57b
